CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
ZGPAT	49433	34340	37022	36082	42123	51446	55738	26033	31258	29460	28678
SLC25A29	163891	144200	135889	130220	145720	175071	182699	96284	93910	83462	15437
PGAP1	24779	21085	16705	16991	22722	38135	40482	22712	21216	15513	94793
SRC	916251	863208	844088	780807	916719	1051516	1057115	598913	595436	524689	61366
ZNF679	0	0	0	0	22	0	0	46	0	0	38458
ZNF682	0	0	3	0	143	47	21	0	0	0	42449
OR8B8	0	0	0	0	0	0	0	0	0	0	8252
ZNF772	16095	9781	9575	10252	16311	20921	22456	10009	14241	7071	10908
ZNF257	46	96	25	48	0	48	0	0	48	48	39029
PCNX3	224424	168305	172386	152738	198024	265375	262375	141079	142358	137362	21667
ADAM32	1087	1172	1421	1059	1443	3373	3345	2187	2885	1936	177922
ACSL5	8331	6406	8898	8059	1613	9888	11500	4638	5767	5171	54363
LRRC8B	27788	20164	20397	20326	29314	55831	56779	31679	35131	22202	73029
ABCB8	123384	95784	95383	93075	99108	141931	134285	71181	72863	67039	19361
HIST1H3J	1066	467	574	784	325	962	724	112	536	182	2725
SND1	610020	394078	394116	394511	640676	878834	873372	478654	486273	416256	440430
ZNF785	843	1102	787	709	223	231	0	11	45	0	12032
SULT1A2	2757	1649	2049	2681	1773	2115	1973	1681	1688	1270	5167
NEK5	1116	774	427	984	1106	1400	1456	913	1282	460	95468
PSMD12	131628	101577	100954	105303	121698	178722	185532	108585	113506	91239	28712
MAGEA6	192	0	48	0	50427	0	0	0	0	144	3612
ADGRA1	96	0	0	0	192	0	42	0	0	0	60747
PIWIL2	1053	383	238	958	688	1284	1200	576	669	575	82267
NOL4L	87535	69776	74093	66327	64736	87860	85117	46052	53197	40395	142016
CYSRT1	3294	1830	2005	2024	5402	6808	9767	3924	4594	5275	1677
SLC22A4	7235	5147	5127	5525	8895	17701	16012	7764	8617	8059	49764
ZSCAN5B	382	288	96	192	48	288	384	171	96	240	8351
ENTPD4	154631	122583	113021	119177	222101	356443	361489	187484	203296	144651	71913
C1D	17776	12127	10638	13732	18211	27738	29750	18291	15718	13473	69819
TBC1D9B	272363	241585	234269	209772	350302	467433	471264	270832	259192	229527	45794
OR1J2	0	0	0	0	0	15	0	0	144	0	942
HIST1H4J	1002	715	569	477	1053	902	576	288	384	624	373
SLC2A7	0	48	0	96	0	0	0	0	0	0	23046
FAM110D	288	0	95	334	79	214	48	0	0	0	4943
SERPINA1	910	576	94	811	3110	3428	4407	2873	3065	2016	13947
TPSB2	141	0	0	0	48	8	0	48	28	106	2913
KANK2	56291	49485	52546	41862	68235	102617	105106	60160	63206	50146	33525
C6ORF141	20969	21970	19963	20246	19209	31841	33423	16111	18490	17831	11262
GTF2E2	68935	48920	51985	56384	81736	105383	107347	65292	64588	52273	79934
IL27	0	0	0	0	40	0	35	20	96	0	12690
GUCA2A	0	96	0	0	0	0	0	0	0	0	2028
RAD54B	24523	21773	20611	17603	20665	20178	25349	13153	11023	9141	103150
ZNF165	8400	6912	7777	5993	2471	5386	3517	2130	2926	2477	8589
SYNGAP1	38321	28236	32846	29151	46913	66833	69348	34619	39638	29547	37881
FITM2	68101	56316	57019	53426	65261	120392	121528	75044	72863	57208	8332
BLM	22485	20600	22174	20925	6383	9448	10220	3957	4159	3546	98839
ZNF720	34337	25644	24820	24080	31725	50293	55875	29767	30626	22003	81641
OR10D3	0	0	0	0	0	0	0	0	0	0	5436
DDI2	66999	57197	56457	46652	75824	126678	125235	71054	70522	44444	51545
SVIL	114135	95414	100453	89253	282561	394025	385829	218988	227582	156957	279444
TRIM33	67135	49633	50598	47380	72946	104513	113117	63524	63555	39957	118384
LRP10	800213	622176	617400	586306	1021616	1534318	1554688	850921	855141	685526	9968
PELI1	19089	13018	13272	12587	19700	19994	20932	11599	13983	12443	51803
ZNF655	123784	86837	87210	81916	168685	243086	250716	141390	144895	103511	18048
MRPL21	80557	51632	49882	47640	71118	107546	106888	54295	59041	53478	12560
LYPD2	88	96	96	285	0	48	12	49	0	96	2385
UAP1L1	38594	28261	29221	31430	115862	145120	130500	72670	76097	78951	7039
ZNF98	0	0	0	0	0	46	48	0	0	0	141467
FBXL22	2290	1507	2288	1821	881	1937	1705	1428	478	144	5076
ZNF786	25808	19400	16762	17981	28906	38887	38079	23892	21380	18924	21140
ZNF517	26527	19145	20502	19518	22289	41097	34936	23194	22765	22646	12294
S100A7L2	0	0	0	0	0	0	0	0	0	0	2892
ZNF675	8247	8013	9287	8084	10585	10137	13830	7955	7033	5662	161590
SLC22A5	79846	58685	58165	58995	74338	104849	101726	61682	63382	46818	25863
DACT3	0	160	188	205	0	192	246	110	192	192	13527
ADARB1	12048	9724	8309	8960	12582	24506	23503	14506	15855	11511	152708
ZNF860	8008	8418	7578	7264	8796	9773	9140	5402	4841	3674	9858
HTT	112239	113543	114066	91564	135072	167344	168659	88432	88869	66059	169279
OR6N1	0	0	0	0	0	0	0	0	0	0	24382
C5AR1	9337	4942	6008	5600	38179	19080	18644	11804	11626	10610	32044
DIO3	116	428	96	408	196	398	54	96	96	428	2102
CYP2B6	35	96	0	96	92	0	95	113	31	0	27100
HIST1H3D	285	96	263	96	204	240	747	125	191	322	411
DCHS2	96	288	0	92	192	214	192	192	144	0	259680
VEPH1	1293	754	803	712	4934	3054	2476	1007	1431	785	273878
FABP12	0	0	0	0	0	0	0	0	0	0	6398
SHPK	50236	41310	40415	32964	30258	40493	42846	24000	22254	20320	28061
OR51D1	0	0	0	0	0	0	0	0	0	0	5584
IPP	18689	15886	17628	17228	19237	31805	33824	16592	21190	14356	56327
OPALIN	0	0	0	0	0	0	0	0	0	0	16150
OR13G1	0	0	0	0	0	0	0	0	0	0	8928
MAP3K5	26263	15855	21619	15698	25556	35656	33800	21325	19901	16065	235472
OGDHL	191	288	384	239	518	672	1269	207	251	192	27737
CYP2F1	325	155	191	119	620	406	683	384	428	401	13935
GSTK1	141984	95628	100080	91444	148980	187329	185500	91203	98157	96366	26762
HNRNPAB	284176	230645	221797	224108	230502	294245	283273	173450	163981	146362	6657
OR2L5	0	0	0	0	0	0	0	0	34	0	10617
STMN3	9836	8262	9653	8795	4417	10393	11455	4950	5145	5518	17978
PDGFA	42278	25095	26180	24432	34026	53290	53945	28027	29547	26702	23039
GYPE	2	0	0	0	0	0	0	0	0	0	34697
COL13A1	0	0	96	0	446	837	562	134	240	0	162345
SPN	181	235	146	202	210	327	108	352	306	379	7898
ZNF695	1236	1429	571	1104	1296	863	1079	240	551	288	62547
PCDHB11	480	1531	528	819	240	870	1248	288	669	527	4198
ZNF628	15815	13595	11671	11336	22876	21297	23850	12858	13324	13402	8156
GALP	0	0	0	0	0	0	0	22	0	0	9756
SLC2A10	531	286	384	382	0	192	48	87	96	96	26861
ZNF665	72	96	92	0	93	73	164	0	96	141	34174
RPF2	86847	48231	52041	56596	102671	126686	123319	74152	75878	63649	46249
SLC28A3	0	137	0	0	20	0	0	0	0	0	65227
FAM177B	479	286	336	213	1270	622	1205	453	309	336	13599
MIB2	32774	28247	28302	24947	46806	56353	56085	31017	30274	34627	15196
OR6Y1	0	0	0	0	0	0	0	0	0	0	9856
MYO5A	174438	142578	143081	124953	291590	319625	332724	188855	182084	121806	221768
C5ORF56	2265	1996	2096	1287	5381	4575	4858	2681	3340	1939	78067
GZMM	331	96	116	92	1099	802	1315	480	480	840	5891
ATG7	91045	69222	62673	64750	161399	198429	183456	107450	108216	94870	285357
SIPA1L1	31654	26326	27695	23993	64874	92665	91158	47374	50343	38425	420781
TTC30A	18625	12828	13559	12820	20055	26846	27231	18117	16208	14657	5975
SSPO	15700	12437	13973	9672	29360	33830	35453	18974	17114	17162	57938
ELANE	418	742	505	360	515	1960	2256	724	714	480	5234
RAB40C	37690	32422	31100	29563	49542	60709	64090	35689	33082	35984	39916
PIGN	55707	47250	39686	41746	50022	60107	58108	30332	35440	23870	281864
COL4A6	314230	260880	251301	259293	98499	364368	337346	180436	183925	146976	283891
ZNF624	7772	5373	6209	7147	9339	15287	15102	9939	10244	6339	33120
HHLA3	8498	4266	5114	4999	9859	19553	16894	9266	10113	8623	30535
HOXA4	1844	924	911	907	2323	3333	3421	1714	1941	1706	2293
TOPORS	50237	40422	35960	33762	61419	90848	90108	54928	56575	43551	12010
BCO2	783	670	621	309	336	1054	496	720	310	192	49233
KCNMB2	0	0	0	0	0	55	48	96	0	0	571498
ENTPD6	403412	295428	295090	276069	384270	533395	556574	298231	311468	275640	31037
DMBX1	956	1389	864	911	96	698	752	192	235	0	7231
OR11L1	0	0	0	0	0	0	0	48	0	0	969
ENPP1	22849	18944	18640	16746	14568	23049	26315	14077	15732	13658	87140
CCDC154	569	673	556	388	3402	4347	4678	2831	2711	2401	10174
FAR1	185170	132138	134958	142301	146749	214670	216613	123926	131242	83475	63677
C5ORF42	76903	62938	61663	53156	48183	89610	82790	48732	50528	33450	143201
ZNF841	47249	31074	32498	33970	29900	24416	27171	14727	14387	11914	31300
MFAP5	2542	1014	900	1493	1135	984	1181	517	838	488	25543
MYH6	0	0	0	0	33	0	0	0	20	0	26288
ZNF615	15695	9445	11915	11615	17162	24403	20429	13736	13398	9971	16899
CXORF40A	50132	32130	30926	31771	46402	74053	76396	37430	38144	37793	10156
CDC42SE1	161105	119023	115177	116609	150535	218252	219789	122546	111714	91674	19355
MPEG1	70	0	96	0	0	0	132	48	48	0	4442
SERPINB2	719	96	96	909	0	0	0	0	0	0	32199
DPP4	5874	4584	3623	4470	5591	1200	719	798	652	338	82302
SERPINB13	767	0	0	223	0	0	0	0	0	0	17651
PDCD1LG2	96	0	0	0	134	0	140	144	0	0	60685
ZNF433	0	0	0	0	0	0	0	96	0	0	21010
CCER1	69	0	0	0	20	0	0	0	20	0	49555
DNAH10	7588	6244	7315	4942	18944	15500	14313	9884	9518	5852	174019
SLC22A24	0	0	0	0	0	0	0	0	0	0	64282
KRTAP26-1	0	0	0	0	0	0	0	0	0	0	1193
SPTAN1	461166	394419	396147	339933	476879	644285	645399	343374	342260	288928	81105
NMB	30005	18306	21425	18431	7481	13631	13074	5585	5712	7532	3435
PARVA	122854	94995	89456	87348	115198	154566	156198	82437	90453	63969	153617
KLHL14	0	0	0	0	0	0	0	0	0	20	100392
OR6C74	0	0	0	0	0	0	0	0	0	0	1105
FAM114A1	98070	67051	63207	67728	93677	109795	103810	57887	57375	46312	78063
RPE	93475	56881	64327	65054	81397	118796	108205	69138	68417	51831	19695
ZNF460	15251	17893	16801	13380	13235	26760	27988	17661	17340	7257	13519
CR1L	192	68	192	48	21	210	205	165	0	96	93304
PHF2	74601	56221	55183	54429	75293	99638	103659	58399	59123	45342	103181
RPS26	21601	18972	19890	17850	20935	24326	28546	13447	16420	14841	2823
C14ORF178	328	241	232	147	321	489	486	274	315	169	8913
SCGB1D4	0	0	0	0	0	0	0	0	0	0	2788
PSAP	3488516	2528859	2542139	2664877	6792423	11624030	11795814	6565327	6633572	5216467	35078
S100A10	600945	452969	448834	434355	350027	416284	424169	229816	247883	216526	11476
CFAP43	240	381	281	690	995	1399	1169	837	912	840	102475
LHFPL5	7654	5279	5121	5176	9139	9334	10781	9366	7154	5638	28582
RPL37A	557735	381460	390212	393138	873315	1024625	1031834	635730	624457	610316	80992
HOXC6	20054	11301	13552	14283	9393	11002	10146	6803	5399	6707	40200
TXNRD3	11660	9261	9203	10835	10710	17104	14716	7072	7881	6985	48104
CFD	89433	69991	71799	67787	65940	253324	256011	133795	143331	143382	3988
STPG3	25	292	205	379	471	526	463	561	321	345	2223
MAP1LC3C	0	0	96	96	0	235	192	96	48	96	3584
MCMBP	118617	92502	91094	90302	121809	157013	159081	97947	98305	78330	63153
EME2	71964	51497	55913	50580	83339	112598	112976	61867	64461	64363	8502
KLHDC1	2139	1045	1103	768	1997	4137	5859	2769	2364	1821	60048
ZNF81	19638	17805	19405	14655	20168	40037	41928	22376	25102	12613	165660
TAF13	43966	27238	29203	31337	34494	49363	51060	34298	30432	28839	13517
ZNF780A	82413	56654	63830	63139	98388	167012	160968	95506	90659	62099	21787
ATAD3A	50076	32909	29478	32551	30667	36682	34804	19984	20642	18125	22537
OR5B17	0	0	0	0	0	0	0	0	0	0	946
OR52M1	0	0	0	0	0	0	0	0	0	0	954
FAM118B	30256	20611	22043	23963	37863	47403	45379	26376	27686	25757	51573
ZNF461	14855	9020	10174	9689	26758	32775	31379	17068	17065	15824	29662
CCDC180	5704	3302	3571	3867	4049	12604	11373	5212	6475	5350	71221
SLC9A8	90577	69631	71856	71637	86088	151536	144280	80488	81165	66079	79530
OCLN	43124	24878	24574	26154	190223	116404	115851	72266	71341	56204	65813
C4ORF22	0	0	0	0	0	0	0	0	22	96	628037
HIST4H4	1811	2170	1975	2379	2237	3091	3113	1233	2254	1462	3133
CYP2A13	42	0	0	144	0	0	0	0	0	0	7724
ZNF181	48017	33499	31293	34367	46857	89435	98595	55793	53972	43604	11224
OR8G1	0	0	0	0	0	0	0	0	0	0	13270
FAM212B	8613	8919	7824	7866	24253	35181	36086	24279	23857	16262	75195
ZNF44	1152	907	861	816	3558	6252	6657	4000	3019	2875	70202
GPAA1	266720	204662	205175	205646	248925	368303	371689	203622	206571	224237	3627
ADAMTSL2	0	0	20	32	0	20	0	0	0	0	43356
SGTB	79129	35086	35616	41751	176141	147771	143746	86330	85239	68605	57108
ZNF790	607	923	624	753	952	892	669	197	192	331	33360
PRB3	37	42	128	144	47	197	82	0	48	48	3882
FAM49A	480	0	192	384	576	0	96	0	28	96	116873
MYO1C	474417	363294	361768	325886	623243	612804	609619	338145	347221	285373	28715
MDS2	109	88	198	419	48	578	213	154	214	151	59074
NKIRAS1	22179	12238	16122	14723	28126	48204	47918	26240	29603	19393	54932
OR1S2	0	0	0	0	0	0	0	0	23	0	980
UGT2B17	1476	1547	1230	1644	96	192	96	96	0	0	31344
MEIG1	401	401	233	181	440	1039	918	501	655	622	28612
SLC22A12	0	0	0	0	0	0	0	0	0	0	11713
KIF13B	167274	142644	144249	121888	133360	153367	152587	81907	86418	68731	195846
NRAP	5624	4182	4741	5331	5728	12849	10954	7577	5833	6521	75412
ADH5	116266	83264	77511	79977	135934	184171	183783	100397	104499	87734	17824
SLC22A6	0	0	0	14	0	0	0	0	20	0	48599
HIST1H2BK	38077	33583	34533	28916	39639	71021	69631	39443	39736	39085	381
TEAD4	45757	34529	34664	34794	58044	60130	62379	37789	39791	28007	81344
SPG7	149547	121811	126970	109623	165167	231606	224466	120093	125022	117996	66852
HRNR	9466	9843	10746	6086	15624	26413	24399	13788	13594	8654	12112
IFNA1	427	192	142	240	976	1200	1246	1391	1178	467	863
HES5	282	0	38	0	0	0	0	0	0	0	1501
ZNF677	96	0	89	48	0	25	0	0	0	81	19518
ERO1A	427654	257486	269012	289970	428160	591059	593643	335795	330136	258437	55985
ZNF823	5128	2522	2496	2732	4175	3870	3713	2640	1657	1631	17745
ZNF311	1382	1268	521	1746	3655	5655	3892	2985	2677	1657	10532
ZNF347	192	154	34	0	14	88	114	229	0	91	35004
OR5H2	0	0	0	0	0	0	0	0	0	0	945
PLCG2	14222	12000	12214	11190	46126	59624	60239	40002	34885	24439	223597
FCHSD1	17249	14237	11203	14305	34107	42946	46772	21771	22948	21703	12118
ZNF71	25200	18590	19217	19086	38348	42312	42994	24921	24322	20360	31218
AADACL2	0	16	192	0	0	144	29	100	260	119	27424
S100A6	1709815	1266748	1278406	1221898	1611678	1993421	2001816	1180797	1204173	1038712	1646
RPL12	341437	220145	221480	240702	660918	968151	972160	552311	550210	532505	3732
DNM3	6536	5809	6866	5548	3267	2244	2247	1094	959	1416	576969
ZNF121	31525	30343	25569	23630	35539	57092	55672	31780	36348	29557	24181
MPZL1	447558	341810	345254	345258	468102	628373	633715	351553	374288	293744	70728
VPS13A	135500	114488	113219	101655	171762	242666	256607	134758	137858	89572	244189
MBP	134616	87719	80663	88052	276820	299390	310409	177610	173838	134588	154857
AKAP17A	238846	161905	161021	174580	278738	157482	153681	83426	85448	87180	10922
ELOVL2	8677	6719	5003	5543	9628	5489	8403	4102	3598	2731	63556
GOLGA6L9	22581	10298	11469	12294	35073	42263	38599	21199	22733	17347	9136
LEKR1	1135	966	1137	602	1786	2349	2102	1140	1748	850	220649
C1ORF122	89711	51095	56945	61875	91386	92575	91399	48080	50894	59735	2476
AL592490.1	0	0	96	0	118	0	0	0	0	0	17992
CLEC9A	0	23	0	0	0	0	0	0	0	0	35351
KEL	119	53	0	0	621	232	96	192	246	58	21568
NOL8	110384	86934	73711	73886	109492	150737	156499	93846	89356	69191	28279
IRAK4	56619	36042	41039	37626	55330	74428	72157	44103	44958	37666	30600
CCDC151	4924	5125	4906	4848	5931	8518	7871	5493	4576	4698	15179
DLGAP2	116	96	0	0	144	192	0	0	0	66	970879
MRPL42	118582	82106	83903	88621	94414	112285	107437	66959	66404	56785	48726
ENTPD7	73027	61046	59213	50271	30398	42836	48513	25601	24405	13216	46735
FCGR1B	144	48	0	0	22	24	192	0	48	79	8966
SPANXA1	0	0	48	0	0	48	0	0	0	0	1338
ZNF335	46782	44233	44932	35788	45944	54758	56135	32850	30818	27885	23520
ZNF560	0	0	0	0	5	0	0	0	8	42	32101
TUBA3C	0	48	0	24	0	96	143	143	0	48	8083
RPS4X	1342602	916642	917273	982492	2123641	3108139	3134171	1846699	1846412	1503973	21622
ZNF273	5420	3491	5222	4653	3698	5196	5722	2707	2348	1855	60795
ZNF84	66702	44280	45650	44882	94167	99287	105495	63526	61238	40988	26013
MAK16	96690	62824	64310	67699	88412	137839	131410	74331	77972	58368	16511
ZNF667	0	0	0	0	48	95	39	212	0	0	38741
AVPR1B	0	0	0	0	0	0	0	0	0	0	8008
SIRPA	41431	40055	39879	33945	94620	134090	133771	73869	72725	61910	46426
DSCR8	206	141	67	0	0	0	0	0	0	27	66566
GRK6	54026	43478	45646	39604	41323	56557	63912	35602	36021	32147	39698
PRIM1	29907	22718	24271	24320	11516	13860	15720	7755	8840	7540	20778
MARCH5	80678	62222	59517	59909	94417	133404	131894	76114	76442	63434	62802
POTEH	0	0	0	0	0	336	96	0	144	10	31606
NPIPB13	38810	31250	31379	30411	60794	67150	69040	39500	42830	38156	31574
AKR1B10	7112455	5424949	5489482	5142867	5387934	10277740	10400853	5657631	5726112	4860785	13817
SULT1C4	83	0	31	80	59	335	384	176	48	47	10147
CYP2A7	73	47	78	155	96	432	28	48	142	30	7314
ZBTB14	25171	16124	16909	17222	27858	35349	38160	21342	22914	15314	8035
KRTAP9-9	0	0	0	0	0	0	0	0	0	0	981
CD2AP	178537	113596	121510	122636	250386	318368	314922	183125	193024	133500	149475
NUP62CL	26014	16846	16360	17005	13302	31850	29101	14828	18423	12192	83007
SFI1	29132	25313	20935	20073	24204	32743	30948	20538	22623	20144	129899
KRTAP4-6	0	0	0	0	0	0	0	0	0	0	1055
TMPRSS11F	0	0	0	0	0	0	0	48	0	0	76683
ZNF649	811	240	288	433	144	1056	1454	718	911	386	15817
ADH4	388	0	479	287	0	96	182	178	0	96	34136
OR2T6	0	0	0	0	0	0	0	0	0	0	16066
ZNF248	43191	33480	33931	35114	37638	57203	53704	32586	32301	23899	81581
CHSY3	509	336	96	864	2198	336	1128	233	222	96	282163
TOR4A	125295	116146	105958	99261	180547	234390	231283	116219	123623	120418	4893
LPAR1	124126	84302	80880	83798	188088	248791	260864	151172	153029	111299	165196
MB	2946	2246	1438	2424	1789	2879	2524	720	429	1439	31188
OR2L3	0	0	0	0	0	0	0	0	0	0	16572
DEFB107B	0	0	0	0	0	0	0	0	0	0	13466
HIBCH	26605	23614	18383	20385	18926	34206	37000	21523	20833	18751	154459
ZNF544	38375	27130	29009	29970	42108	62514	68627	36659	38138	31946	48902
TMEM229B	720	813	480	449	288	893	984	749	574	575	86656
SOWAHC	35037	24530	23213	25127	50693	62887	66539	37043	40391	30802	4657
ZNF770	227119	151299	155543	159926	233627	347505	357383	210143	209081	143931	9947
NPIPB6	5289	3122	3720	2427	9154	18232	16159	8482	8989	7251	20954
HMGN5	10093	6562	7872	9914	5094	7420	6305	3938	4789	3335	88242
MIER1	54858	40056	40581	42803	58642	79894	79821	49155	49314	38159	63725
MAN1A2	134435	94120	93673	90549	137199	194850	202203	116337	111344	76452	161424
SVIP	33410	23491	27817	25301	22994	38912	39916	24114	19246	18348	16501
ZNF251	21303	15329	14558	14075	33951	54712	54732	32563	35965	29006	35511
DDRGK1	304197	215716	214092	220116	347519	445364	450676	264599	278862	269660	14336
FAM47C	0	0	0	0	0	0	0	0	0	0	3270
TFDP1	103965	92513	86202	85307	95361	131156	129319	65939	67760	57757	56750
CLEC4C	0	0	9	0	0	0	0	0	0	0	22191
ZNF607	24142	16173	17085	14353	32695	33260	31912	19546	19212	14626	23428
BPIFA1	2145	1918	1296	3047	96	813	527	288	384	187	7317
ZNF334	0	0	26	0	124	92	95	120	0	0	13930
HSD17B11	129115	84259	87660	95236	101730	148411	147429	84934	85898	76108	54777
SZT2	93428	79845	83218	65647	85694	137669	141507	73273	79213	47458	64366
SULT1C2	2737	3227	3066	4293	17262	113812	111646	54304	64788	44746	21277
ZXDA	12960	8204	11052	8770	18730	24340	25162	13442	12865	9738	4113
RPS6KL1	2974	2748	2594	3035	1578	1040	1602	1026	444	971	19443
AC092143.1	252849	238184	241853	232393	103893	191153	197169	92384	97072	103957	16928
CACNA1E	210	23	96	180	36	186	21	29	48	0	394983
QRICH1	102876	73128	72694	70748	91868	137500	131723	68878	68143	57370	64657
CSF2RA	32481	18528	18983	19461	104347	78839	74264	38852	42860	33343	41582
FKBP1C	130599	100545	100613	94705	116993	122077	123883	69550	69702	59154	1579
DDX42	393184	282698	285355	283069	296904	485944	485946	280330	270167	212703	45715
RPL23A	240108	154742	148039	147174	421196	590782	598477	321874	326817	289143	4967
SLC29A3	43072	32644	32862	32993	51806	86922	78021	49574	44837	42279	44128
STYX	71075	49503	47689	46772	65359	85574	79091	57705	55507	40740	44819
UBL5	97328	69499	71841	72061	82891	115994	110615	61357	73149	65981	2224
HELZ	93200	79649	85387	70217	89621	158817	155755	85876	90270	52911	175552
TMEM116	21703	16846	15521	16342	26190	31321	33644	16347	19237	16226	81904
KRTAP4-5	48	0	0	0	0	0	0	0	0	0	879
UCKL1	51572	41348	40142	36715	43211	59901	64273	32855	35182	31209	16587
OR5B21	0	0	0	0	0	0	94	0	0	0	931
CARD11	623	708	576	897	2884	3911	2603	1632	1487	1248	137805
ZNF485	7017	4804	5762	5057	7370	12320	12127	5257	6309	6537	11497
PEG3	96	0	150	40	0	80	26	25	27	20	30646
SDAD1	44880	31218	30231	34011	51447	65355	67238	38267	41982	28216	50013
ZKSCAN8	69146	55693	53219	47296	75955	121858	123534	64813	70922	42134	17563
FAM109A	14333	12204	13601	11215	24806	20893	24260	11388	9543	12614	8471
TMEM239	720	528	753	1255	1053	901	764	745	0	527	3983
HYLS1	19407	15245	16379	17169	16074	24617	22681	13505	13439	12172	17035
MYL4	0	0	0	0	0	0	48	44	0	0	23234
ZNF442	48	18	43	25	0	45	0	30	0	0	19957
ZNF813	4873	3438	3347	3401	2613	6371	5292	3002	3121	2163	28521
HOXC4	7278	4946	5720	7715	9963	7390	7889	4924	4288	4442	39100
DCAF12L2	26	158	239	135	788	34	133	0	0	0	2599
PIM3	86061	58225	59936	59742	160488	173470	180276	103259	101293	96231	3568
ASNA1	100848	76237	72984	74580	125295	163308	154654	92547	88509	83363	11185
ASPH	3172890	2196083	2239099	2223157	5827453	5666201	5794805	3130374	3202334	2433451	214085
SPRED2	77207	64672	61194	57509	100024	131929	127347	76663	72855	58292	121787
WWP2	100398	74216	76784	71063	110243	169421	168641	88615	93075	80156	179436
GFPT1	998909	506229	510573	584812	799772	824031	835488	493707	494423	363420	67486
UVRAG	41753	30087	28077	28394	78095	83773	84503	50801	49851	38121	328029
KRTAP13-1	0	0	0	0	0	0	0	0	0	0	749
ZNF26	46754	29863	27637	32145	60502	50784	60568	33770	34360	26638	46588
TMEM207	0	0	0	0	0	0	0	0	0	0	21222
ITSN2	118595	83762	86108	74051	181551	209314	202726	121012	121373	84150	157851
NTRK1	124	21	214	96	268	279	240	96	54	270	66211
MGEA5	144084	119065	117734	112871	210963	381879	379046	203414	211171	144770	34023
MT1F	3274	2838	2903	2547	5477	8522	8688	3780	4223	4963	3005
TCAF1	107683	89296	94498	85457	90760	170929	170240	88803	96660	68992	50824
ZNF69	0	0	0	0	0	6	35	0	0	0	26546
TXNRD1	3836230	2558785	2586923	2626289	7624912	7160988	7210720	4198911	4207633	2939333	134527
NRARP	853	958	467	1147	2515	1890	2100	1583	1067	1340	1770
ZNF583	12634	8770	9048	8375	9008	14773	14154	9629	6781	7244	38070
KRTAP4-1	735	287	291	238	12394	8239	7691	5030	5826	5177	1241
CCT8L2	0	0	0	0	0	0	0	0	0	0	2060
ZNF568	3990	2130	2977	3464	9471	3003	3476	1794	1440	1055	82372
ZXDB	56011	38332	36956	39289	84973	88411	94582	52923	48136	40035	5894
ZNF480	57926	39059	43585	43073	79963	105781	108872	62644	65549	45362	28746
ZNF587	100942	76243	75313	76130	95859	130032	122838	70458	71825	62166	15256
TPM2	330456	246910	251157	251629	226849	301279	299117	170438	173767	172541	9029
RTP2	0	0	0	0	0	0	0	0	0	0	4299
SH3BGRL2	35803	30124	28130	28963	21619	20775	19388	13119	11014	12913	72377
ZNF808	2168	1882	1701	2540	720	1150	1627	860	1141	338	36813
ANKRD35	1098	96	192	309	96	96	367	96	382	96	19307
B3GNT6	96	286	474	479	0	0	0	94	68	0	7576
YTHDF2	105388	72342	79587	74873	122220	159847	161800	88485	95079	77985	33155
TMA16	44318	24491	23059	27450	36248	41866	43346	27188	30138	21757	26098
HLA-DRB5	183	26	0	143	0	31	0	0	73	0	12945
ATL1	8843	9446	8762	9051	7839	9516	10977	6098	6878	4248	100560
CNGA1	336	202	192	297	239	0	96	0	0	96	80696
MAFK	470853	319872	310318	337250	375814	542713	535569	322931	328433	322959	12330
C1ORF228	1164	1177	1208	1245	3822	5289	4812	2702	2737	2521	50900
ZNF43	6163	4774	4562	4915	3550	4947	4055	2894	2532	1624	47177
GPN1	73124	44466	48950	49373	72325	107244	106381	60746	63634	48230	23262
PLN	0	0	96	94	0	0	0	0	95	96	12433
C2CD4A	1677	1323	960	1440	2708	2972	2952	2239	1663	1846	3941
ZNF28	10548	9160	9416	8753	3924	5778	6411	3525	5063	2326	60192
ITGBL1	21	135	0	96	96	0	96	0	192	96	268264
ZNF511	48014	32169	32090	30839	62284	66970	64328	34213	35435	34146	4688
ZNF627	10747	8074	10387	10054	15269	18814	18326	10708	9598	9615	59762
KCNRG	3194	3105	2244	2658	4091	5571	4199	2845	2584	2207	5669
WDHD1	36369	40283	36190	31844	14630	21214	19586	10498	10382	8649	88156
ZNF789	15062	12284	13476	10980	16645	28386	30525	16398	18191	14462	30810
CTNND1	604083	458111	446477	411454	534289	646192	665518	383661	373076	276176	66304
DDX39B	412801	272553	275555	274832	412377	631442	638309	344427	340832	297685	12230
SLC34A3	1905	1034	1689	1145	7848	9162	9110	5779	5284	3274	5798
RD3	0	0	0	0	0	0	0	21	0	0	16396
SPANXC	47	0	0	0	0	48	0	0	0	0	1034
SH2D1B	635	815	672	634	0	96	96	0	0	0	16873
ARC	188	96	575	191	1043	550	768	479	336	828	3429
NUDT16	54230	44521	48781	41743	51058	95952	93868	53779	51244	40496	7160
TLK1	80891	54985	57812	58299	89382	126697	125177	78449	73932	59569	240492
LRBA	121859	113506	114603	91977	119676	179683	181429	96701	99501	71330	751197
C3ORF35	1266	959	1010	676	1114	1707	2060	912	1307	1103	49229
ZNF536	53	42	0	21	0	96	68	96	113	52	485249
