CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
PNOC	666	19638	1688	2989	1713	11773	9638	18143	7589	10065	26370
COPS6	671194	403282	344368	387732	398942	372332	278449	265810	171368	360589	3247
PAFAH1B2	418718	372917	226481	405880	570424	414633	287526	327095	207404	300709	32628
ANKS3	94413	70663	46281	87903	68420	89028	88004	67565	47527	113462	37869
NUDT16L1	174540	127857	137330	144248	156077	187625	194446	168359	137390	209340	2166
KIAA1586	38690	27064	9283	55811	19099	24152	12709	14458	11300	9339	8708
RAB4A	231938	164606	207281	311836	217610	218015	236182	179998	117402	200652	34833
OR1F1	0	0	0	0	0	0	0	0	0	0	942
OR2B2	0	0	0	0	0	0	0	0	0	0	1212
KCNJ4	378	191	2403	1081	795	1278	200	1029	193	2600	28873
SETD5	471953	495864	516616	565621	618592	512700	478772	353550	207869	266321	81626
VASN	74144	147294	75099	185759	109087	81829	33305	54096	28409	56734	11681
FAM83B	32225	28380	62047	97999	40948	138111	91460	90428	59586	52072	95252
HIST3H3	101	0	165	0	116	67	0	101	202	299	481
THAP9	28136	17993	17427	24823	19961	24261	13952	13264	6987	10616	19286
OR2C1	202	202	475	0	202	0	202	450	0	404	1406
RNF187	335275	408494	257790	575912	351733	349534	306615	319643	246326	533790	8706
HOOK3	218970	172174	98511	347540	177710	182573	100162	112627	61595	106004	133608
MAPK1IP1L	247320	259450	272831	349275	435290	362890	238242	316812	151186	267620	18562
DDIT4	225524	532281	193759	975450	647103	159481	125886	116876	97861	431344	2117
RBPJ	283181	363493	185774	344773	277854	381435	224848	233460	134479	193561	271677
LMBRD1	277488	282335	213317	271097	428675	427819	322303	349659	245323	319337	121310
ZCCHC4	43843	41712	33998	39468	22070	44348	25864	25348	13356	21430	57599
PTGDR	17901	5187	17903	5005	6742	86781	99308	40511	34095	22667	9012
TTC39C	141655	92309	174287	112229	101260	41853	30468	33486	18842	23126	142838
GLYCTK	537016	305314	990601	478290	571498	344929	239664	249707	253315	180215	6388
GNG4	274139	54299	48713	38232	110122	22606	19665	35942	9764	104528	103068
UBTD2	98565	114061	89375	166329	123831	211831	125923	145913	86970	119062	74432
POLR2J3	176235	95254	159212	122435	226449	218840	196975	116200	129970	261912	34739
NKIRAS2	216299	236766	221951	463150	269190	291720	250893	259628	164385	265091	14263
DNAJC7	493339	348081	333953	645867	422925	447017	349188	332012	203530	396810	44944
KCNV2	521	0	202	53	392	374	201	202	0	101	12536
IRF2BP2	1175933	1042296	924075	1443832	1736744	951917	1171595	931261	541690	1103781	5257
PTF1A	13313	48	0	270	12765	39	200	212	0	34	1926
NT5DC2	462653	201542	74769	306989	120753	89124	69355	99440	32343	95010	10670
FOXI1	0	404	0	33	0	1521	202	1587	589	633	3829
SMIM4	39718	51816	42256	41781	48943	58878	47088	29283	20498	40676	45225
COA6	131255	90304	80812	185285	116110	138435	89437	73341	48481	98219	10594
KIF5C	45077	10812	11525	12824	5939	37054	81778	18998	6987	10248	151510
MGAT2	199925	274824	250910	295783	274553	394011	277069	293403	151809	221580	2687
BMI1	277179	242874	183416	444658	255285	227624	152815	173276	86386	112299	10274
THAP11	154954	143180	106000	144976	161701	164986	140600	143553	114399	187493	2114
MMADHC	495427	398221	337131	481703	506822	396487	277706	341368	196782	360550	18183
PDHB	541988	401840	243557	407875	526430	514986	287432	356926	210611	241755	6228
PXK	61307	114335	48650	80159	95147	131387	63275	71703	55540	59379	93247
HIST1H1E	2031	703	0	805	1381	622	4866	622	345	1158	754
PCMTD1	220534	231609	152763	297012	302688	299116	203764	230416	119114	141701	81612
KCTD6	43307	33731	43254	26732	46780	32655	26250	14150	11325	16582	10247
MPLKIP	223919	130325	230229	240579	153704	156794	96584	97116	83345	181051	8637
ACOX2	356214	233748	559075	294509	257343	67336	88947	88674	57955	60208	32184
FAM107A	7419	13099	10302	12971	15277	132310	77710	62582	30982	40859	63494
IRF2	159172	279933	161699	243415	220157	355761	269825	270032	207910	208597	86868
MOBP	606	634	404	1043	574	3656	11317	3827	2699	3020	62282
CX3CR1	10389	33052	16931	16084	9074	20302	9569	9497	7584	6235	18242
PPDPFL	0	0	0	202	0	0	0	0	0	0	21780
XIRP1	539	6224	737	6457	4678	200	0	0	0	0	9387
INSM2	202	29	101	0	403	0	139	29	0	0	3013
DEGS2	93728	40096	151309	77409	79539	140617	166596	112987	133170	168511	16207
SCN11A	2102	2008	2416	651	1008	16573	9185	4281	3099	2965	104793
ARF4	718285	1003068	390683	977885	1084126	1065838	876194	703585	375360	767325	26858
SEPT2	1746787	2212350	1634821	1993964	1932085	2079948	1390239	1332262	839928	1282499	38928
FILIP1L	135852	290544	82540	314275	199508	248228	93304	358805	61145	125077	284373
MFSD2A	228816	173508	31908	214945	174651	180596	28702	85963	57361	56346	14857
DTYMK	146947	121432	101430	150904	64629	82168	50576	70133	30949	111817	11250
TAP1	615536	1802695	838959	1481404	772352	1496288	650759	820898	600433	1199274	8770
ING5	263024	193377	214585	203044	199365	233559	231591	173373	134264	216097	42394
ATG4B	285026	268753	245923	304083	280879	334209	399176	317358	241085	510749	36645
BDKRB2	57497	95190	31716	198321	65321	504408	222380	431156	171646	391472	39488
MLKL	134217	158138	93508	122898	136500	169728	105476	63949	44779	117785	29106
RFWD3	389326	205503	286516	255580	180003	181637	110229	125369	58233	158505	45488
MTNR1A	907	200	506	1017	1878	12179	11718	12108	5085	1718	21913
KCNG4	119	27	105	0	0	0	0	0	0	0	21084
RHOH	13799	71412	10846	30404	19273	56040	31455	47715	19868	47281	55915
KLHL30	7051	3568	1320	3750	7993	4802	2565	2640	2845	2397	14226
COG7	156341	105428	110716	105776	129779	175539	137661	128415	82965	167970	64688
CDC40	213224	163688	108088	187598	164329	195015	116852	112292	73979	91566	74135
STIP1	1346864	1022035	892553	1107489	1073056	817262	499971	462731	258539	682908	19272
SCNN1B	7050	8337	13560	7540	15852	206441	420493	343823	252299	639423	103069
HR	23033	147804	86345	112923	415157	370895	443967	374086	335027	417695	18970
TXNDC2	183	0	25	0	404	0	0	353	172	0	3550
RAB31	125566	464006	108118	520648	443957	216929	67857	115530	48615	85196	154387
REEP4	96604	144788	68322	120475	132136	162087	250305	190505	147420	251092	3932
TNXB	177919	259132	148016	190680	129863	1907940	598542	393457	250028	208227	74181
LGI3	605	423	71	336	1162	1308	2254	1676	985	834	10260
SFTPC	0	261	0	0	25	0	0	0	0	175	7567
BMP1	215458	305898	176618	422678	272452	276786	271477	276622	166849	301607	47591
ATXN2L	722568	606907	581310	760785	752901	506655	591445	529112	341404	612476	14203
PHYHIP	4919	8009	2846	6747	13860	12458	5726	6946	11209	5892	12638
CCDC110	8439	2449	875	3213	1676	6844	8678	5924	4807	1994	26578
POLR3D	97355	175737	99029	117482	206394	131336	124912	100199	65147	103317	9497
FEN1	280004	193792	232622	230073	133604	151300	69186	81859	38503	170104	4608
CAVIN2	54800	67137	102257	67353	80452	120991	80338	84382	55228	68830	12954
MTCL1	14538	38558	37724	99439	57055	23427	23865	25081	9591	12973	127118
GBX2	201	1317	59	334	1231	192	25	0	0	227	3134
HFE2	170784	89814	256542	149560	119029	142	26	684	0	47	19279
SCGB1D1	0	0	0	0	0	0	0	0	0	0	3324
HEXIM2	33131	27798	42092	41659	25462	30350	29413	18817	21410	36353	9341
FNTA	378751	244295	221949	503885	299854	270976	198866	169747	116281	213310	51595
SERINC2	384054	610221	631848	737174	1222588	2017688	1512405	1793372	1332257	2125752	25116
MYL1	0	0	465	841	315	134	0	115	179	117	25041
TRAPPC11	183270	207756	150921	188416	190664	263528	172280	170066	93140	116525	54328
CHRM1	156	196	1262	657	3797	7244	10327	4535	3453	2938	13129
COL3A1	6021285	24528135	2941881	18142947	10963367	4237661	2151665	3624413	1632786	3541240	38427
GFRA2	13443	13894	17198	22948	15534	59840	27433	65876	23249	11440	121955
ING2	33275	33094	15156	35501	27197	38627	28453	34713	28564	30804	6103
CDKN2AIP	118606	137784	139530	152959	196976	178495	126683	128804	91601	107880	3608
SNRNP48	154668	84268	75443	110054	91457	100417	86748	71603	45152	65563	21769
TMEM223	93605	84926	78940	86235	97768	121011	93338	79995	71678	97169	20393
SLC20A2	398894	359146	290545	459604	383698	504810	307374	529856	282123	378487	125452
CRYGA	0	0	0	0	0	0	0	0	0	0	2837
DYNLRB2	0	200	505	1114	0	1063	606	1055	380	437	10027
TMUB2	190237	203224	183680	331136	203894	292242	328332	280693	215473	370114	4762
ADAM29	0	202	0	404	240	0	0	0	0	0	148513
STAT3	1048317	1388005	1003775	2116493	1880669	2522714	917269	1121411	606163	900884	75245
ZSWIM1	86119	68386	54955	86870	108179	57346	59964	48879	43193	77142	4040
ADAM9	595996	1053228	419904	1569507	990976	935710	452525	520024	343686	328393	108276
ADAM18	0	0	0	0	0	0	0	0	0	35	145576
GDNF	601	2507	751	842	909	20986	11944	15652	8952	6904	27010
DPCR1	414	404	201	526	247	492	202	287	0	353	19699
WFDC13	298	319	222	746	210	537	891	125	0	157	6802
AXIN2	286503	757081	373492	989128	774252	266784	464459	285173	147881	1163827	33085
NDUFS5	539765	656321	328970	715512	629168	678701	473253	499761	268604	572178	8319
VWA3B	1099	1210	970	2393	1927	9328	12694	9934	9037	5649	226184
ZNF30	18564	14810	13003	21802	18798	21730	19912	9640	6493	12726	18268
UGT3A2	751	4600	402	1175	707	2017	808	1079	0	0	36342
FAM84B	428178	271175	367408	466139	374689	279997	189671	180041	124587	184804	5952
LDLRAD4	101909	188959	125790	130360	86349	139459	103441	114834	67804	84306	435258
KCTD19	1482	1102	1284	703	490	970	595	212	40	406	37336
SLC16A4	57190	39527	63660	64553	56263	25085	8013	7883	6066	11439	28235
IL7R	195628	395107	90845	230468	202900	105212	116843	95857	95476	103285	26909
TMEM208	209904	192252	166772	212437	231158	198142	134815	134821	91567	260066	2176
LRP1B	202	323	4764	23	1029	1744	791	309	202	530	1900279
WFDC12	0	0	0	0	431	349	0	139	0	808	1041
AHCYL1	507467	827820	432347	844502	791031	976332	696308	659386	459485	505033	39056
DNAJC21	436716	312679	316323	308502	351050	382825	272704	249630	139006	194129	29372
PKIG	96070	127596	76600	192528	139461	242533	163672	250344	194891	307193	92463
NPNT	100647	103863	142816	227865	118359	497950	230520	338504	162226	107398	109253
CA7	4188	721	4687	2734	7597	267997	959878	451334	222468	423660	9775
FAM178B	1461	881	1258	1263	8676	950	781	874	45	1603	110711
TSPY2	0	0	0	0	0	0	0	0	0	0	2797
SEMA4C	262941	212177	285996	420378	395782	136504	150216	147811	89495	161054	11042
CNNM3	285195	189239	255298	259266	249682	186457	213780	181406	132676	179141	17667
GSTM4	143764	163434	69774	121308	58621	239267	238742	167342	168935	164379	18756
TET2	93551	141405	100725	126139	112607	302035	186956	176644	90045	71998	133942
CXXC4	17988	15054	15025	11202	32716	9782	11732	11667	4814	7837	26590
TCTN2	52185	31268	34362	110426	39083	41140	42331	38749	19737	38853	37291
SHOX2	1131	6363	557	4103	6963	2823	593	1513	742	186	10550
PPIP5K1	94834	90776	81100	120099	130658	179802	199957	152644	92495	107521	56792
TSPAN5	54468	97538	41749	80802	59070	44189	36443	28211	16402	28287	188263
ABHD15	129672	112192	148983	194339	118433	151090	145965	187426	138383	141990	6591
ZBTB5	126738	104931	79137	106262	109799	112208	75513	95259	62789	92624	27286
CHTF8	463835	483828	366089	586174	507596	534748	407124	427610	263942	501304	14575
ADAL	40232	27814	21879	26987	29648	22182	24133	27528	12115	14393	23882
LCMT2	62178	51476	47731	71466	83623	53165	41713	42208	19179	39373	6957
SNTB2	194526	144957	124019	124349	104058	197192	88626	108771	67317	118627	121924
IL12A	9068	2442	5592	6941	4235	7790	3214	3901	1817	4318	7270
ZNF507	196296	105908	153717	163934	176841	157705	114738	84847	53743	79607	42074
STX18	143547	216919	121693	219955	175107	274639	199999	194188	121343	206623	126605
NSG1	1653	10711	1436	1516	3537	56389	35038	53337	27136	32451	70919
ZBTB49	24649	30518	15469	39158	21996	27759	25238	27430	14048	22475	31536
GFM1	710688	339551	316173	539902	417732	491974	267826	265141	134770	218480	48298
OR13J1	0	0	0	0	0	202	326	0	0	184	1339
HTR1E	0	0	0	0	0	31	0	0	0	0	79378
FSTL5	53	0	821	227	25	202	0	411	0	0	780139
DDX19A	333623	291695	198231	273039	274443	226446	144514	133901	70169	188725	26555
ATOH8	81247	77157	57622	39605	58797	48245	29752	22807	19537	33237	36723
SOX14	550	4486	0	898	606	0	0	0	36	5382	2055
ANKRD49	87815	73885	64227	62006	68306	86041	66342	50435	35592	52275	5955
SFTPB	340539	202	289	890	202	857	303	35	0	4	11428
USP39	289100	279170	322242	419799	280691	324186	238480	214278	136460	288157	46427
TNIP2	193820	237747	141545	308639	256144	338004	230447	266966	227243	295791	14729
C2ORF68	137721	125797	139242	136620	141960	189116	139184	174764	112172	156169	5413
TMEM150A	101249	100336	79085	126295	96874	65117	56853	46758	31413	75755	4649
RNF181	186416	197540	187294	239185	195494	219355	150326	140459	106142	251660	1889
VAMP5	91717	162085	70274	138926	78860	84172	42166	53552	41258	77345	9005
BTNL3	17371	34352	26885	32482	20400	966370	617910	421384	676467	157538	17883
LRRC28	84523	62328	89012	78239	71687	72833	56197	57754	46613	49493	139368
MAT2A	1258928	979724	1129744	1365973	1222603	1627303	1069778	824030	495954	717321	6116
PLA2G4F	85851	57884	42705	50771	84421	261754	257730	293710	190634	298023	17603
ENHO	9855	7489	16992	5719	2515	15428	12738	21333	11074	4327	2002
ZNF608	93470	88660	114764	65928	49100	133934	147790	115686	71654	75799	111895
SLC35G2	14207	11296	7981	16980	10136	13885	7073	7770	3819	7773	37246
INPP5D	377081	518167	85603	249414	543518	193857	107675	181900	103398	294543	147937
LETM1	359036	371403	220571	386494	290739	852855	665342	777701	529076	549860	44769
CTRB1	26	0	0	152	0	0	0	0	0	0	5925
CTRB2	0	202	0	0	0	99	0	0	0	72	3090
TRIM49	0	0	0	0	0	0	0	0	0	0	10921
TMEM129	218410	264145	206409	251579	241050	385216	391334	339910	263254	374799	5407
PPIC	100556	182961	38219	204744	102416	378991	228971	237510	171634	294935	13492
SPRY3	17426	17242	6516	12421	9760	18587	11757	16897	8344	16437	14648
CEP120	90864	95336	119482	99208	104201	110451	85087	78477	51481	51466	78708
STXBP6	49488	48522	140782	63715	81008	114857	80996	64218	44168	46419	240642
TM4SF20	102200	3122	8926	9569	4229	376587	10627	81450	42911	158216	19840
MFF	235009	210721	220504	188417	215505	292712	180639	159237	108716	215061	32686
GRM5	226	804	38	173	400	0	202	266	0	202	561370
LGALS9	562258	667592	227423	1041434	1045641	1411427	1376674	1452197	1157300	1753838	19763
JMJD7-PLA2G4B	125034	111669	146662	121936	152185	143964	174018	120776	69721	105214	20061
CPLX1	23506	13911	38656	31991	42851	8879	23557	6149	5440	32342	41242
PXDC1	260203	411190	218845	452143	805289	89060	40316	68182	31531	69469	29413
SIGLEC7	18677	62807	27387	36643	49872	13101	6693	16607	8213	8304	11228
NTSR2	0	0	0	34	73	27	34	30	33	0	11987
E2F6	50272	63153	66756	98638	64694	51702	30418	26125	19308	29627	21803
FEM1B	276494	262655	271797	362754	359773	458318	260537	316878	172621	193009	18063
COMMD8	76124	86690	33764	143018	93737	108231	62020	69507	48090	49382	12924
ATP5I	336635	363996	259095	311356	249402	594853	520642	386890	283814	460139	1903
UQCRFS1	455992	276721	310294	375279	367893	832403	440491	542446	382600	668709	8221
MFSD7	39477	50632	18635	50546	39600	45845	62469	67332	33911	49050	7613
COL4A3	3344	12494	3132	4316	2745	26111	7439	16393	7288	13074	150228
MAP2K1	278368	320643	390120	470102	444822	405330	208860	261923	156803	205506	105496
KLK7	0	8984	0	240191	23686	0	57	152	34	1755	7618
HNRNPH1	1799212	1715542	1655744	2299294	1631601	2087254	2010963	1486650	782595	1242522	20607
IRS1	428921	250091	692610	223098	509630	110605	249247	129107	39067	273949	68443
MECP2	240587	300743	189485	323363	271309	260656	224391	207588	116038	209114	115531
VCX3A	0	0	0	0	0	0	101	0	0	0	1501
UPF3A	284644	198453	179625	228105	216052	253244	218150	169960	94822	202760	24234
ZBBX	43	202	0	0	234	33	23	202	202	0	141060
ACTBL2	418	989	1037	2516	1996	650	548	704	535	1219	2794
ROR2	13329	54640	9331	43747	32731	38826	25001	40620	17142	22143	387072
AR	241046	196813	432301	217812	128805	20889	8001	12202	18722	3698	186588
DHRSX	144443	98234	150920	176151	158281	130038	102643	145989	73731	144751	283290
C8ORF46	17286	10896	28294	11894	8210	4617	5541	3077	2979	2452	58522
HSPBAP1	55710	38101	32143	50663	37167	35651	24557	20738	10940	34550	53822
ASMTL	296635	228667	213183	219255	310644	206639	167183	158999	126026	214677	50624
SLC25A6	3764676	2861336	3625803	3305661	5065743	3492580	4175004	3617927	2606868	3824725	6573
CHST14	60200	68048	40787	85515	54286	43728	35477	37509	25227	40728	3574
PARM1	183609	695395	205484	170813	764517	3276310	2851289	2632098	1164057	2173321	117021
CSNK1G1	88307	88582	53469	153530	119782	189553	94045	116916	65756	68712	190743
FAM110B	11833	18114	15242	18210	16154	17983	10811	9262	7332	6318	209771
ARMC4	289	474	193	846	99	2505	1285	808	769	2015	186885
AFAP1L2	46114	65954	42897	66630	141729	206132	107160	118564	85310	93656	109933
ZNF354A	41453	46461	34494	56617	43159	57534	33837	33151	18078	26600	36098
ATF5	1192888	2032076	484647	1820223	3387935	242820	153478	201725	113584	169536	5234
UBE2V2	368134	194236	107252	364940	167955	200497	137114	125869	77094	111322	56309
GOT1L1	0	0	0	0	0	0	0	0	0	0	5849
ZBTB43	71940	78780	83688	89221	114300	101902	79714	77928	51402	73253	33205
CPT1C	13617	27103	12399	35808	14943	11785	9437	8124	5977	5718	22834
PCSK9	259187	44091	61187	215847	157169	26661	44628	54680	9839	205152	25305
XPO6	614410	640185	531821	616509	546931	551870	462219	474825	342582	562992	113942
GSG1L	0	1393	104	184	662	4322	2521	4796	2176	952	275975
MN1	13591	43531	11137	29158	45226	41543	23688	31873	13898	13439	53222
APEX2	156796	144261	100790	220869	132326	197693	125786	136802	94276	270863	8701
NSMCE1	226250	172866	135498	182858	194865	150798	132010	115840	75727	262850	43804
CCDC126	42333	29942	39497	52500	32256	41552	28039	30727	16305	30557	47330
IL13	871	781	202	2390	202	403	201	0	26	0	4848
NPIPB12	63690	62845	57811	47664	55274	107526	81989	65171	43267	89523	22358
OR10G3	0	0	0	0	0	0	101	0	0	0	11557
RAB3B	33732	18223	5288	12750	38836	74597	69824	26276	11623	23622	82809
OR6F1	196	0	0	0	0	0	0	201	0	0	5211
CD2BP2	445927	388065	310057	424578	483169	475374	395187	364345	234419	539757	4596
RSPO1	201	1212	201	702	404	4902	5615	5529	2967	3196	23574
RGS14	110063	164275	145459	149218	210593	79658	90564	104138	75775	86146	14765
TBC1D10B	293738	286544	270332	309419	295602	317058	311539	315401	206967	491999	13163
LMAN2	565034	676582	728090	957798	1159017	930606	662827	775075	533845	1057005	20291
GCSAML	101	1212	833	2939	101	9971	6620	8459	1182	4384	70633
RAB24	103727	159508	106460	165665	138732	235321	198774	166420	87557	227801	2547
PRELID1	382447	410325	656418	544479	808866	923841	432422	584543	243039	465272	3186
THBS3	139146	148810	116864	267034	98025	226068	188997	121313	79380	123028	13464
CA5B	25953	34355	14936	29825	45477	44602	21492	15687	10942	18029	99580
SLC50A1	260408	197412	117072	316635	172624	313241	239762	229787	154006	298942	3514
EFNA1	609613	338699	538595	1090545	1079733	668219	534217	632206	439072	717883	7398
CXCL10	136401	278794	73883	138833	20068	306795	3225	9431	11294	16288	2381
NPIPB3	75629	94596	65495	60038	86972	128922	106412	88247	55285	77550	46331
SH3TC2	3848	32598	23059	57053	139954	5344	6405	5029	1835	8629	139525
CXCL11	27983	228415	20361	65927	3716	50152	597	871	3925	2936	7734
ZRSR2	56901	99112	41232	63414	79623	93617	58327	59554	29469	64674	32789
NMD3	367155	286168	305997	394750	408442	192673	136348	127336	74517	139075	148837
ADRB2	18347	25157	24367	12746	25214	16807	17202	18488	7891	12313	3443
B3GALNT1	15431	30093	7304	46010	20694	20827	10883	8238	5759	6734	21502
GPRIN1	15907	25262	33120	45458	22200	40231	10462	15756	10503	24425	14332
HSPB3	2522	988	0	202	601	1565	1581	1614	9876	3034	784
KCNAB1	5933	18628	9271	16066	6938	33547	10962	8387	3263	5373	501438
MRPL1	165089	117678	62814	104660	137263	150897	88689	90530	56622	69632	90271
SHE	38080	52664	51586	64509	47421	104437	52982	40121	20689	25810	32342
NR0B1	198	202	0	0	0	202	0	0	0	0	5393
PGM2	154324	238370	120694	232566	139902	205737	88042	119708	59655	74626	36305
STK32A	1032	4482	604	2301	2395	6984	1603	3368	1550	4780	152890
IL1RAPL1	313	248	440	451	531	1580	1009	1815	622	340	1369325
P2RY12	2608	11910	9608	10170	6508	9413	2975	10035	2073	3246	47433
C22ORF15	2984	1727	839	2118	2072	2998	2142	2272	1812	1373	2841
OR5AU1	24	201	0	0	31	0	0	0	0	0	10691
KIAA1024	4323	7047	892	11791	9256	7191	4601	2370	2657	2813	39775
PDILT	0	0	0	0	201	0	25	0	0	0	45568
UMOD	30	0	0	0	0	0	0	43	0	0	23250
GP2	0	780	715	253	409	22182	33530	16686	16351	2003	18237
SLC33A1	252823	228153	182894	323413	296189	254295	158642	173664	118313	188404	33406
SNUPN	102206	67402	82039	174966	98540	100905	82552	66218	55643	67079	28387
CRADD	47286	41702	59975	57491	51153	58442	47157	55157	41071	53659	217466
SIN3A	299565	261976	326487	464125	364117	413200	350200	288932	181571	216417	86464
ARL13B	71624	52107	32627	91259	41245	37727	21127	20942	9644	16541	75530
RNASE2	1694	7560	2791	6777	5954	2519	842	1056	1110	1267	985
ELSPBP1	27	0	0	0	0	0	0	0	0	0	30503
RNASE3	201	404	578	120	894	598	805	530	0	129	950
PTK2	700568	455661	454160	750408	456452	602485	390619	365590	219333	387069	344317
RSPH10B2	41785	18676	16407	39401	17867	17789	18602	14835	13685	16605	45257
PTAFR	85286	302118	73827	272301	226728	123012	46537	112267	42413	64801	46771
PTPN9	189882	211804	250928	294703	272308	431113	261098	331591	205394	237497	116039
RNASE6	39052	99162	31800	58001	59270	70663	36026	67950	23788	30808	1417
NPR1	34055	46043	61941	54632	54955	116071	34889	25342	21662	34330	15356
KCNK9	11408	0	202	382	153	101	28	201	196	1508	102219
CXCL8	127236	383431	37982	683972	419271	38109	8303	7980	12323	50930	3211
SCN9A	30859	22908	43245	26665	25606	99245	102264	54415	37735	41698	180809
RASSF6	10286	75028	37564	58374	208492	402446	192159	210271	151794	163779	49082
COL22A1	8161	7479	1456	53033	15305	3232	2245	874	35	3513	325772
SDC2	724189	574932	1155849	802566	549567	331585	119598	155034	85238	107543	118430
CD52	109927	206504	46737	87664	94279	100374	74770	91164	53104	103830	2567
MMGT1	145574	142988	104142	157696	158208	216070	128894	144762	84788	160679	11994
SPRR1B	0	0	0	853	3081	0	0	89	0	347	1699
SPRR1A	0	0	0	721	272	0	0	0	0	960	270
OR4K14	0	0	0	0	0	0	0	0	0	0	5165
OR4K15	0	0	0	0	0	0	0	0	0	0	1216
TM2D2	189037	208266	162481	319977	216049	194783	130140	142876	91238	173050	8017
HTRA4	3567	14523	4207	6850	15190	908	828	508	0	545	14499
PLEKHA2	210643	307215	141480	386498	220663	238431	132227	184902	120684	161039	72675
CLIC4	317610	537222	320651	863455	559590	580403	272047	347352	156610	266854	98968
SLC38A11	16750	7510	13696	16176	11230	9155	21657	8674	2102	9526	59340
GPR183	30334	94334	14266	53497	53708	48730	26084	38822	20581	31136	12876
CRCT1	0	0	0	41	202	0	35	0	32	77	1509
CCDC8	12852	53413	9035	24403	23503	35767	21140	17451	12927	20191	3213
METTL15	108709	75226	47208	80964	65461	94216	72938	65296	50968	48184	418794
ZNF280A	2560	201	0	3375	199	0	202	0	0	3325	6535
MUC15	257	61	7	17	0	25	0	0	0	202	13201
CT55	0	202	0	71	0	50	101	35	0	0	14863
ZEB2	200611	487476	165626	421230	288730	511932	226930	321499	140427	105396	160220
GJB1	752045	596844	1072715	699169	1053920	441244	373073	341380	488993	615557	10323
PCBP1	1561413	1569807	1437175	2174896	2210809	1660415	1235271	1578154	901164	1660628	1750
HINT1	1072974	789885	1199399	961063	1293675	1447260	828892	900245	710903	1053417	12709
DTWD2	28472	25493	26326	41192	36738	59916	35546	44262	25460	18391	151224
VPREB1	0	762	2	107	0	439	127	994	178	199	841
CLIC3	5392	16422	2158	12556	79519	10599	12351	8372	4947	69695	2169
INO80E	448199	339343	255142	341842	246313	448811	712082	445499	216761	399590	10500
BNC1	839	686	1616	202	2111	633	279	0	101	0	28812
DFFB	49215	72267	27902	44384	29438	58630	37566	28038	30233	35566	28163
NFU1	128317	66247	84706	102626	104201	105217	87718	103599	68651	117143	41879
ANTXR1	146798	958531	110209	555439	947671	548177	194418	280764	114495	134747	236150
GKN1	0	0	0	0	23	0	0	0	0	0	6402
CKAP2L	82780	61476	56171	77361	16801	15735	11374	17942	4221	22503	28071
C15ORF40	62692	53335	78871	90834	85298	105315	92592	75355	53036	66313	23201
FAM103A1	51482	44833	64173	79396	70573	79834	57152	45097	31963	47171	4851
PROKR1	100	202	0	289	0	3871	1253	1304	404	403	14659
APLF	12800	24392	5275	23499	10451	10686	8859	8663	4839	9614	188302
BOLA2B	113328	91904	64669	73223	168750	120257	88673	125980	84336	192682	1373
RGPD8	58687	53218	41253	68945	53472	65659	45114	40228	21537	18632	64397
HIC2	77241	64772	49817	72254	82141	71945	81047	82716	52198	77625	34060
LUZP1	188715	336031	147482	316462	198582	545586	320906	368422	239920	268417	93786
HEXDC	148994	126216	162076	202713	150015	218665	226941	199881	116946	150567	24328
DRD5	0	101	28	230	0	8973	0	4433	95225	101	2330
BUB1	200562	126391	119449	226380	52717	51536	29598	37729	11023	55671	40417
SPNS1	241119	216973	175056	263484	196868	172342	201447	217742	157181	313438	10328
LRRC45	127501	134667	130736	262164	83724	133190	141131	118492	78688	213600	7850
CHRNA5	17610	9498	14334	26261	17788	15442	9794	4162	2225	7294	29750
MT1B	768	568	467	3050	5783	475	5541	394	536	392	1306
CENPX	121620	150827	100757	248191	126570	181653	207795	188977	134404	269343	5406
AGPAT2	436615	474627	654016	652969	1431178	825617	504815	989307	631042	1287368	14281
ASPSCR1	167160	147489	194747	332088	162261	143655	123906	133801	88504	272223	40600
GP9	0	0	101	0	0	353	1098	168	996	345	1640
FASN	1440156	1163118	1533830	2512376	1321958	576496	532359	566011	217454	935521	20000
CNBP	1990744	1527435	1456355	2093914	1903750	1910782	1113668	1207999	793158	1079377	14439
MT1E	482315	486395	704951	708676	1768389	644911	1397912	651750	482982	679998	1638
ACTRT2	0	0	24	0	62	0	0	0	0	0	1421
DUS1L	529459	472538	631150	842397	608883	561509	590392	473487	288741	614262	8382
GPS1	390255	401841	350672	776380	450185	439541	406663	406951	273938	567936	6780
RFNG	153236	154181	156827	243636	195308	151929	170299	148091	112131	221590	3930
DCXR	709894	536157	1274985	793412	953820	238243	215264	190356	171313	347337	2597
ZNF32	75705	101247	80002	125193	67824	95688	63088	52035	38553	92649	4998
LDB2	77165	127839	72280	133486	82577	74328	39977	43407	22868	21387	397269
RAC3	15517	11954	16543	22463	13935	6642	14001	11097	8045	17445	2581
NRG4	10091	4065	9969	8591	6599	15271	13173	11635	8203	6132	123827
LIMS1	347750	369613	204759	501967	398607	268447	149159	181173	97480	152158	152892
TMEM266	3045	3671	1236	3211	3573	4808	3516	3051	2522	2527	169285
NLGN1	227	404	0	201	101	8581	4138	1519	1304	1001	890361
TAPT1	123228	126577	113460	136041	96794	153340	118860	94619	58151	92953	66906
UGP2	934931	957420	1057828	1173461	1065851	2867271	1141929	1692046	743131	1120814	50623
